Video,t1Act1,t1Act2,t1ActAvg,t1Sent1,t1Sent2,t1SentAvg,t2Act1,t2Act2,t2ActAvg,t2Sent1,t2Sent2,t2SentAvg,t3Act1,t3Act2,t3ActAvg,t3Sent1,t3Sent2,t3SentAvg
2017 12 13 0,7,6,6.5,2,3,2.5,7.0,7,7.0,1.0,2,1.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 12 13 1,6,6,6.0,4,4,4.0,5.0,5,5.0,7.0,5,6.0,6.0,6.0,6.0,4.0,4.0,4.0
2017 12 13 2,6,7,6.5,7,8,7.5,9.0,5,7.0,6.0,7,6.5,5.0,5.0,5.0,5.0,6.0,5.5
2017 12 13 3,7,8,7.5,0,0,0.0,7.0,7,7.0,1.0,1,1.0,6.0,7.0,6.5,2.0,3.0,2.5
2017 12 13 4,6,7,6.5,7,4,5.5,6.0,6,6.0,8.0,3,5.5,6.0,5.0,5.5,6.0,6.0,6.0
2017 12 13 5,6,6,6.0,7,7,7.0,5.0,5,5.0,7.0,7,7.0,6.0,6.0,6.0,7.0,7.0,7.0
2017 12 13 6,5,6,5.5,10,8,9.0,5.0,5,5.0,9.0,8,8.5,5.0,5.0,5.0,6.0,6.0,6.0
2017 12 13 7,7,7,7.0,3,3,3.0,8.0,6,7.0,1.0,3,2.0,8.0,8.0,8.0,3.0,3.0,3.0
2017 12 13 8,6,6,6.0,4,4,4.0,6.0,5,5.5,5.0,5,5.0,6.0,6.0,6.0,3.0,4.0,3.5
2017 12 13 9,6,6,6.0,0,0,0.0,5.0,6,5.5,2.0,3,2.5,6.0,7.0,6.5,2.0,2.0,2.0
2017 12 08 0,6,7,6.5,4,6,5.0,5.0,5,5.0,5.0,5,5.0,3.0,4.0,3.5,6.0,5.0,5.5
2017 12 08 1,6,7,6.5,3,3,3.0,6.0,5,5.5,2.0,3,2.5,7.0,6.0,6.5,3.0,3.0,3.0
2017 12 08 2,6,6,6.0,4,4,4.0,7.0,5,6.0,3.0,5,4.0,6.0,5.0,5.5,4.0,4.0,4.0
2017 12 08 3,6,6,6.0,0,1,0.5,7.0,6,6.5,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 12 08 4,6,6,6.0,3,3,3.0,7.0,6,6.5,3.0,4,3.5,5.0,6.0,5.5,4.0,3.0,3.5
2017 12 08 5,6,7,6.5,10,9,9.5,6.0,5,5.5,8.0,7,7.5,5.0,6.0,5.5,7.0,6.0,6.5
2017 12 08 6,7,6,6.5,4,7,5.5,5.0,3,4.0,5.0,6,5.5,7.0,6.0,6.5,4.0,6.0,5.0
2017 12 08 7,7,8,7.5,0,0,0.0,8.0,6,7.0,0.0,3,1.5,9.0,7.0,8.0,2.0,2.0,2.0
2017 12 08 8,6,6,6.0,10,8,9.0,6.0,2,4.0,8.0,8,8.0,5.0,5.0,5.0,7.0,6.0,6.5
2017 12 08 9,6,7,6.5,6,7,6.5,6.0,5,5.5,8.0,5,6.5,4.0,5.0,4.5,4.0,6.0,5.0
2017 12 05 0,7,7,7.0,0,2,1.0,8.0,7,7.5,2.0,2,2.0,6.0,7.0,6.5,3.0,3.0,3.0
2017 12 05 1,6,7,6.5,4,4,4.0,6.0,5,5.5,5.0,7,6.0,5.0,5.0,5.0,5.0,5.0,5.0
2017 12 05 2,5,6,5.5,8,8,8.0,4.0,3,3.5,8.0,8,8.0,6.0,7.0,6.5,6.0,7.0,6.5
2017 12 05 3,7,7,7.0,7,7,7.0,7.0,4,5.5,7.0,6,6.5,6.0,5.0,5.5,6.0,6.0,6.0
2017 12 05 4,7,6,6.5,8,9,8.5,6.0,5,5.5,10.0,8,9.0,5.0,5.0,5.0,8.0,6.0,7.0
2017 12 05 5,7,7,7.0,10,8,9.0,3.0,4,3.5,9.0,8,8.5,5.0,6.0,5.5,7.0,7.0,7.0
2017 12 05 6,7,7,7.0,3,3,3.0,7.0,6,6.5,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 12 05 7,6,7,6.5,8,10,9.0,5.0,5,5.0,10.0,7,8.5,5.0,5.0,5.0,7.0,7.0,7.0
2017 12 05 8,7,6,6.5,10,8,9.0,5.0,5,5.0,9.0,8,8.5,5.0,5.0,5.0,8.0,7.0,7.5
2017 12 05 9,7,6,6.5,8,6,7.0,6.0,4,5.0,9.0,8,8.5,6.0,4.0,5.0,7.0,6.0,6.5
2017 12 01 0,6,7,6.5,2,3,2.5,7.0,7,7.0,2.0,3,2.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 12 01 1,5,6,5.5,4,5,4.5,2.0,5,3.5,5.0,5,5.0,3.0,5.0,4.0,4.0,5.0,4.5
2017 12 01 2,8,8,8.0,0,0,0.0,5.0,6,5.5,1.0,3,2.0,7.0,7.0,7.0,2.0,3.0,2.5
2017 12 01 3,7,6,6.5,3,3,3.0,7.0,6,6.5,3.0,4,3.5,6.0,5.0,5.5,5.0,4.0,4.5
2017 12 01 4,6,7,6.5,4,3,3.5,5.0,5,5.0,4.0,4,4.0,6.0,6.0,6.0,3.0,4.0,3.5
2017 12 01 5,6,6,6.0,8,7,7.5,4.0,5,4.5,10.0,6,8.0,4.0,6.0,5.0,5.0,6.0,5.5
2017 12 01 6,6,6,6.0,9,8,8.5,6.0,5,5.5,10.0,7,8.5,6.0,6.0,6.0,7.0,7.0,7.0
2017 12 01 7,7,7,7.0,2,2,2.0,8.0,7,7.5,3.0,4,3.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 12 01 8,7,7,7.0,10,10,10.0,7.0,5,6.0,8.0,7,7.5,6.0,5.0,5.5,7.0,7.0,7.0
2017 12 01 9,7,7,7.0,3,3,3.0,5.0,5,5.0,3.0,3,3.0,7.0,7.0,7.0,2.0,3.0,2.5
2017 11 28 0,7,7,7.0,8,8,8.0,6.0,3,4.5,10.0,8,9.0,4.0,6.0,5.0,6.0,7.0,6.5
2017 11 28 1,6,6,6.0,3,3,3.0,5.0,5,5.0,5.0,4,4.5,7.0,6.0,6.5,3.0,4.0,3.5
2017 11 28 2,6,6,6.0,6,6,6.0,5.0,5,5.0,4.0,4,4.0,5.0,6.0,5.5,6.0,6.0,6.0
2017 11 28 3,6,7,6.5,3,3,3.0,5.0,5,5.0,4.0,4,4.0,7.0,5.0,6.0,3.0,4.0,3.5
2017 11 28 4,6,6,6.0,8,8,8.0,2.0,4,3.0,9.0,7,8.0,4.0,6.0,5.0,7.0,8.0,7.5
2017 11 28 5,5,6,5.5,4,4,4.0,8.0,6,7.0,3.0,3,3.0,6.0,6.0,6.0,3.0,4.0,3.5
2017 11 28 6,6,7,6.5,3,4,3.5,6.0,5,5.5,4.0,4,4.0,6.0,6.0,6.0,4.0,4.0,4.0
2017 11 28 7,8,7,7.5,1,0,0.5,6.0,6,6.0,2.0,3,2.5,8.0,7.0,7.5,2.0,2.0,2.0
2017 11 28 8,5,6,5.5,10,9,9.5,6.0,5,5.5,10.0,8,9.0,4.0,4.0,4.0,5.0,6.0,5.5
2017 11 28 9,6,6,6.0,8,8,8.0,4.0,5,4.5,9.0,8,8.5,5.0,4.0,4.5,7.0,6.0,6.5
2017 11 23 0,6,6,6.0,4,6,5.0,7.0,6,6.5,5.0,5,5.0,7.0,6.0,6.5,4.0,3.0,3.5
2017 11 23 1,7,6,6.5,8,7,7.5,5.0,3,4.0,9.0,7,8.0,4.0,4.0,4.0,6.0,5.0,5.5
2017 11 23 2,6,6,6.0,4,6,5.0,3.0,6,4.5,5.0,3,4.0,6.0,6.0,6.0,4.0,4.0,4.0
2017 11 23 3,6,6,6.0,6,8,7.0,8.0,6,7.0,8.0,7,7.5,4.0,5.0,4.5,7.0,7.0,7.0
2017 11 23 4,6,6,6.0,8,7,7.5,5.0,4,4.5,7.0,7,7.0,4.0,5.0,4.5,6.0,6.0,6.0
2017 11 23 5,6,6,6.0,7,7,7.0,7.0,6,6.5,6.0,5,5.5,6.0,7.0,6.5,3.0,4.0,3.5
2017 11 23 6,6,7,6.5,3,3,3.0,8.0,6,7.0,1.0,4,2.5,6.0,7.0,6.5,3.0,3.0,3.0
2017 11 23 7,7,6,6.5,7,8,7.5,6.0,6,6.0,8.0,5,6.5,7.0,7.0,7.0,3.0,4.0,3.5
2017 11 23 8,6,6,6.0,8,7,7.5,5.0,5,5.0,6.0,7,6.5,4.0,4.0,4.0,6.0,6.0,6.0
2017 11 23 9,5,6,5.5,5,4,4.5,5.0,5,5.0,5.0,5,5.0,3.0,3.0,3.0,5.0,5.0,5.0
2017 11 20 0,8,8,8.0,10,10,10.0,7.0,5,6.0,8.0,8,8.0,5.0,5.0,5.0,8.0,7.0,7.5
2017 11 20 1,7,7,7.0,8,8,8.0,5.0,2,3.5,8.0,7,7.5,5.0,5.0,5.0,6.0,6.0,6.0
2017 11 20 2,7,7,7.0,4,6,5.0,6.0,6,6.0,8.0,8,8.0,6.0,6.0,6.0,4.0,6.0,5.0
2017 11 20 3,6,7,6.5,2,3,2.5,7.0,6,6.5,3.0,3,3.0,6.0,6.0,6.0,3.0,3.0,3.0
2017 11 20 4,6,6,6.0,8,8,8.0,9.0,6,7.5,8.0,6,7.0,4.0,4.0,4.0,6.0,6.0,6.0
2017 11 20 5,6,6,6.0,8,7,7.5,3.0,5,4.0,8.0,7,7.5,5.0,5.0,5.0,6.0,6.0,6.0
2017 11 20 6,7,7,7.0,1,1,1.0,5.0,6,5.5,2.0,3,2.5,7.0,6.0,6.5,3.0,3.0,3.0
2017 11 20 7,7,7,7.0,2,3,2.5,6.0,5,5.5,2.0,3,2.5,6.0,6.0,6.0,3.0,4.0,3.5
2017 11 20 8,8,8,8.0,0,0,0.0,9.0,7,8.0,0.0,1,0.5,7.0,8.0,7.5,3.0,2.0,2.5
2017 11 20 9,6,6,6.0,4,4,4.0,9.0,7,8.0,0.0,1,0.5,4.0,5.0,4.5,4.0,4.0,4.0
2017 11 07 0,7,6,6.5,7,7,7.0,5.0,5,5.0,9.0,7,8.0,5.0,6.0,5.5,7.0,6.0,6.5
2017 11 07 1,7,8,7.5,2,3,2.5,9.0,8,8.5,1.0,1,1.0,7.0,7.0,7.0,4.0,3.0,3.5
2017 11 07 2,7,6,6.5,4,4,4.0,7.0,7,7.0,2.0,3,2.5,6.0,6.0,6.0,3.0,4.0,3.5
2017 11 07 3,5,8,6.5,8,9,8.5,5.0,5,5.0,8.0,8,8.0,5.0,5.0,5.0,8.0,6.0,7.0
2017 11 07 4,6,7,6.5,3,3,3.0,6.0,5,5.5,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0
2017 11 07 5,8,7,7.5,0,2,1.0,7.0,7,7.0,0.0,3,1.5,8.0,7.0,7.5,3.0,3.0,3.0
2017 11 07 6,7,7,7.0,0,2,1.0,7.0,7,7.0,1.0,4,2.5,7.0,8.0,7.5,3.0,3.0,3.0
2017 11 07 7,6,6,6.0,10,8,9.0,5.0,5,5.0,10.0,8,9.0,5.0,6.0,5.5,7.0,7.0,7.0
2017 11 07 8,7,7,7.0,2,3,2.5,5.0,6,5.5,5.0,4,4.5,6.0,6.0,6.0,3.0,4.0,3.5
2017 11 07 9,7,6,6.5,2,3,2.5,8.0,6,7.0,2.0,4,3.0,6.0,6.0,6.0,4.0,3.0,3.5
2017 11 02 0,3,5,4.0,5,5,5.0,5.0,5,5.0,5.0,5,5.0,3.0,4.0,3.5,5.0,5.0,5.0
2017 11 02 1,7,7,7.0,8,8,8.0,6.0,3,4.5,8.0,7,7.5,7.0,7.0,7.0,8.0,7.0,7.5
2017 11 02 2,9,8,8.5,0,1,0.5,9.0,8,8.5,0.0,2,1.0,8.0,8.0,8.0,3.0,2.0,2.5
2017 11 02 3,6,7,6.5,3,3,3.0,8.0,8,8.0,3.0,3,3.0,7.0,6.0,6.5,4.0,4.0,4.0
2017 11 02 4,7,7,7.0,2,2,2.0,7.0,7,7.0,2.0,1,1.5,7.0,7.0,7.0,2.0,3.0,2.5
2017 11 02 5,6,7,6.5,2,3,2.5,6.0,6,6.0,3.0,4,3.5,7.0,6.0,6.5,3.0,3.0,3.0
2017 11 02 6,6,6,6.0,3,3,3.0,5.0,5,5.0,5.0,5,5.0,5.0,5.0,5.0,4.0,4.0,4.0
2017 11 02 7,7,8,7.5,0,1,0.5,9.0,8,8.5,0.0,3,1.5,8.0,8.0,8.0,3.0,3.0,3.0
2017 11 02 8,6,7,6.5,7,7,7.0,1.0,6,3.5,6.0,5,5.5,5.0,6.0,5.5,6.0,6.0,6.0
2017 11 02 9,6,7,6.5,4,3,3.5,7.0,5,6.0,5.0,6,5.5,7.0,7.0,7.0,4.0,4.0,4.0
2017 10 30 0,7,7,7.0,3,3,3.0,7.0,8,7.5,4.0,3,3.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 10 30 1,6,7,6.5,4,3,3.5,8.0,6,7.0,3.0,2,2.5,7.0,6.0,6.5,2.0,4.0,3.0
2017 10 30 2,7,7,7.0,2,3,2.5,8.0,7,7.5,3.0,4,3.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 10 30 3,7,7,7.0,10,10,10.0,4.0,2,3.0,10.0,7,8.5,6.0,6.0,6.0,8.0,7.0,7.5
2017 10 30 4,6,7,6.5,3,3,3.0,5.0,6,5.5,5.0,3,4.0,6.0,6.0,6.0,3.0,4.0,3.5
2017 10 30 5,6,6,6.0,6,7,6.5,5.0,5,5.0,6.0,5,5.5,3.0,4.0,3.5,6.0,6.0,6.0
2017 10 30 6,6,7,6.5,8,9,8.5,6.0,5,5.5,8.0,8,8.0,5.0,7.0,6.0,7.0,8.0,7.5
2017 10 30 7,6,7,6.5,4,3,3.5,5.0,5,5.0,5.0,5,5.0,7.0,6.0,6.5,4.0,4.0,4.0
2017 10 30 8,8,6,7.0,0,2,1.0,7.0,6,6.5,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0
2017 10 30 9,4,6,5.0,7,8,7.5,5.0,4,4.5,10.0,7,8.5,6.0,4.0,5.0,6.0,6.0,6.0
2017 10 25 0,7,8,7.5,1,2,1.5,9.0,6,7.5,1.0,2,1.5,7.0,6.0,6.5,3.0,3.0,3.0
2017 10 25 1,9,8,8.5,0,0,0.0,8.0,7,7.5,0.0,2,1.0,8.0,7.0,7.5,2.0,3.0,2.5
2017 10 25 2,7,7,7.0,2,2,2.0,8.0,8,8.0,3.0,3,3.0,8.0,7.0,7.5,3.0,2.0,2.5
2017 10 25 3,7,7,7.0,0,2,1.0,8.0,5,6.5,1.0,3,2.0,7.0,7.0,7.0,2.0,3.0,2.5
2017 10 25 4,6,7,6.5,6,7,6.5,5.0,4,4.5,5.0,7,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2017 10 25 5,6,7,6.5,4,4,4.0,5.0,5,5.0,5.0,4,4.5,7.0,5.0,6.0,3.0,4.0,3.5
2017 10 25 6,6,7,6.5,8,9,8.5,6.0,5,5.5,10.0,8,9.0,6.0,7.0,6.5,7.0,7.0,7.0
2017 10 25 7,7,6,6.5,0,2,1.0,9.0,8,8.5,0.0,2,1.0,7.0,7.0,7.0,2.0,3.0,2.5
2017 10 25 8,6,7,6.5,8,7,7.5,5.0,5,5.0,8.0,6,7.0,,4.0,,,6.0,
2017 10 25 9,6,6,6.0,7,6,6.5,6.0,5,5.5,3.0,6,4.5,5.0,5.0,5.0,7.0,5.0,6.0
2017 10 20 0,6,7,6.5,6,7,6.5,10.0,5,7.5,7.0,6,6.5,6.0,7.0,6.5,6.0,7.0,6.5
2017 10 20 1,7,7,7.0,0,2,1.0,9.0,8,8.5,0.0,1,0.5,8.0,7.0,7.5,2.0,3.0,2.5
2017 10 20 2,7,7,7.0,7,7,7.0,5.0,5,5.0,6.0,6,6.0,6.0,5.0,5.5,6.0,6.0,6.0
2017 10 20 3,5,7,6.0,3,3,3.0,7.0,6,6.5,3.0,4,3.5,7.0,5.0,6.0,3.0,3.0,3.0
2017 10 20 4,6,6,6.0,8,7,7.5,5.0,5,5.0,5.0,5,5.0,3.0,5.0,4.0,6.0,6.0,6.0
2017 10 20 5,6,6,6.0,6,6,6.0,5.0,5,5.0,6.0,5,5.5,5.0,5.0,5.0,6.0,6.0,6.0
2017 10 20 6,6,6,6.0,7,8,7.5,6.0,5,5.5,9.0,8,8.5,3.0,4.0,3.5,6.0,6.0,6.0
2017 10 20 7,6,6,6.0,6,7,6.5,5.0,2,3.5,7.0,6,6.5,5.0,5.0,5.0,6.0,6.0,6.0
2017 10 20 8,6,7,6.5,4,7,5.5,7.0,6,6.5,5.0,5,5.0,6.0,5.0,5.5,5.0,6.0,5.5
2017 10 20 9,6,6,6.0,7,7,7.0,5.0,3,4.0,8.0,7,7.5,5.0,5.0,5.0,7.0,6.0,6.5
2017 10 17 0,7,7,7.0,2,2,2.0,6.0,6,6.0,1.0,3,2.0,7.0,7.0,7.0,3.0,3.0,3.0
2017 10 17 1,5,5,5.0,6,6,6.0,5.0,5,5.0,5.0,6,5.5,3.0,4.0,3.5,5.0,5.0,5.0
2017 10 17 2,7,8,7.5,2,2,2.0,8.0,7,7.5,1.0,3,2.0,7.0,7.0,7.0,3.0,3.0,3.0
2017 10 17 3,7,7,7.0,4,6,5.0,7.0,5,6.0,8.0,7,7.5,6.0,6.0,6.0,4.0,4.0,4.0
2017 10 17 4,7,6,6.5,7,7,7.0,7.0,5,6.0,8.0,7,7.5,6.0,5.0,5.5,6.0,7.0,6.5
2017 10 17 5,6,7,6.5,3,3,3.0,6.0,6,6.0,3.0,3,3.0,7.0,6.0,6.5,3.0,3.0,3.0
2017 10 17 6,7,7,7.0,2,2,2.0,7.0,8,7.5,3.0,2,2.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 10 17 7,6,6,6.0,4,4,4.0,6.0,5,5.5,3.0,4,3.5,4.0,6.0,5.0,4.0,4.0,4.0
2017 10 17 8,6,6,6.0,8,7,7.5,3.0,3,3.0,7.0,6,6.5,6.0,5.0,5.5,5.0,6.0,5.5
2017 10 17 9,7,6,6.5,8,7,7.5,2.0,4,3.0,8.0,7,7.5,3.0,4.0,3.5,7.0,6.0,6.5
2017 10 05 0,7,8,7.5,8,10,9.0,5.0,4,4.5,8.0,8,8.0,6.0,5.0,5.5,7.0,7.0,7.0
2017 10 05 1,7,7,7.0,4,4,4.0,7.0,6,6.5,2.0,4,3.0,6.0,7.0,6.5,3.0,3.0,3.0
2017 10 05 2,6,7,6.5,6,4,5.0,3.0,5,4.0,7.0,6,6.5,4.0,6.0,5.0,6.0,4.0,5.0
2017 10 05 3,6,8,7.0,10,9,9.5,4.0,5,4.5,10.0,8,9.0,5.0,5.0,5.0,7.0,7.0,7.0
2017 10 05 4,5,6,5.5,5,5,5.0,5.0,5,5.0,5.0,5,5.0,5.0,5.0,5.0,6.0,5.0,5.5
2017 10 05 5,7,7,7.0,3,3,3.0,6.0,5,5.5,9.0,4,6.5,7.0,7.0,7.0,3.0,4.0,3.5
2017 10 05 6,4,6,5.0,5,7,6.0,6.0,5,5.5,6.0,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0
2017 10 05 7,6,7,6.5,6,7,6.5,8.0,5,6.5,4.0,7,5.5,6.0,5.0,5.5,6.0,6.0,6.0
2017 10 05 8,6,6,6.0,7,8,7.5,5.0,5,5.0,8.0,5,6.5,4.0,5.0,4.5,7.0,7.0,7.0
2017 10 05 9,7,6,6.5,10,8,9.0,5.0,4,4.5,9.0,6,7.5,5.0,6.0,5.5,7.0,7.0,7.0
2017 10 02 0,6,6,6.0,8,7,7.5,5.0,5,5.0,9.0,7,8.0,6.0,5.0,5.5,6.0,6.0,6.0
2017 10 02 1,6,7,6.5,8,6,7.0,7.0,5,6.0,7.0,4,5.5,7.0,7.0,7.0,7.0,6.0,6.5
2017 10 02 2,6,7,6.5,7,4,5.5,9.0,6,7.5,5.0,6,5.5,7.0,6.0,6.5,4.0,6.0,5.0
2017 10 02 3,6,6,6.0,6,3,4.5,5.0,7,6.0,7.0,4,5.5,,6.0,,,4.0,
2017 10 02 4,5,6,5.5,8,7,7.5,5.0,5,5.0,7.0,7,7.0,6.0,6.0,6.0,7.0,6.0,6.5
2017 10 02 5,7,7,7.0,4,4,4.0,7.0,5,6.0,4.0,5,4.5,6.0,6.0,6.0,4.0,4.0,4.0
2017 10 02 6,7,7,7.0,3,3,3.0,7.0,6,6.5,3.0,3,3.0,6.0,6.0,6.0,3.0,3.0,3.0
2017 10 02 7,6,6,6.0,7,7,7.0,6.0,5,5.5,8.0,7,7.5,6.0,6.0,6.0,6.0,7.0,6.5
2017 10 02 8,6,7,6.5,2,4,3.0,7.0,6,6.5,2.0,1,1.5,7.0,7.0,7.0,3.0,2.0,2.5
2017 10 02 9,6,7,6.5,8,9,8.5,7.0,5,6.0,9.0,8,8.5,5.0,7.0,6.0,7.0,6.0,6.5
2017 09 27 0,6,7,6.5,6,6,6.0,6.0,5,5.5,4.0,2,3.0,7.0,7.0,7.0,3.0,4.0,3.5
2017 09 27 1,5,6,5.5,8,8,8.0,5.0,5,5.0,9.0,7,8.0,6.0,6.0,6.0,7.0,7.0,7.0
2017 09 27 2,6,6,6.0,6,7,6.5,5.0,5,5.0,5.0,6,5.5,6.0,6.0,6.0,4.0,3.0,3.5
2017 09 27 3,6,6,6.0,9,8,8.5,7.0,4,5.5,10.0,7,8.5,4.0,5.0,4.5,7.0,6.0,6.5
2017 09 27 4,8,6,7.0,3,2,2.5,8.0,8,8.0,3.0,1,2.0,8.0,7.0,7.5,2.0,3.0,2.5
2017 09 27 5,6,6,6.0,6,6,6.0,6.0,5,5.5,4.0,3,3.5,6.0,6.0,6.0,3.0,3.0,3.0
2017 09 27 6,8,8,8.0,0,0,0.0,6.0,6,6.0,3.0,4,3.5,7.0,7.0,7.0,3.0,3.0,3.0
2017 09 27 7,8,8,8.0,0,0,0.0,7.0,6,6.5,1.0,3,2.0,8.0,8.0,8.0,2.0,2.0,2.0
2017 09 27 8,7,6,6.5,3,3,3.0,7.0,7,7.0,3.0,5,4.0,6.0,6.0,6.0,4.0,3.0,3.5
2017 09 27 9,4,6,5.0,5,5,5.0,5.0,5,5.0,5.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2017 09 22 0,6,6,6.0,8,8,8.0,6.0,5,5.5,7.0,5,6.0,5.0,5.0,5.0,6.0,6.0,6.0
2017 09 22 1,6,6,6.0,7,7,7.0,5.0,5,5.0,5.0,5,5.0,5.0,5.0,5.0,6.0,6.0,6.0
2017 09 22 2,5,5,5.0,7,7,7.0,6.0,5,5.5,8.0,7,7.5,4.0,5.0,4.5,6.0,7.0,6.5
2017 09 22 3,6,6,6.0,2,3,2.5,7.0,6,6.5,1.0,4,2.5,5.0,6.0,5.5,3.0,3.0,3.0
2017 09 22 4,6,7,6.5,3,2,2.5,8.0,8,8.0,2.0,2,2.0,7.0,7.0,7.0,2.0,3.0,2.5
2017 09 22 5,5,6,5.5,7,7,7.0,6.0,5,5.5,7.0,7,7.0,5.0,5.0,5.0,7.0,7.0,7.0
2017 09 22 6,7,7,7.0,4,4,4.0,7.0,6,6.5,7.0,6,6.5,6.0,7.0,6.5,3.0,3.0,3.0
2017 09 22 7,7,7,7.0,3,3,3.0,8.0,6,7.0,1.0,2,1.5,7.0,7.0,7.0,2.0,3.0,2.5
